Reveiw,Rating
GoodREAD MORE,5
"Product is good and useful.Have 30 bits plus 1 handel and 1 tweezers , total pack of 32.Nice and  good to have it.READ MORE",4
Good value for money but it's quality is quit compromiseingREAD MORE,5
Nice productREAD MORE,5
GoodREAD MORE,5
"Amazing quality of the product, can't believe it just for 100 bucks, absolutely worth itREAD MORE",5
Not badREAD MORE,4
Very small all part all very likeREAD MORE,5
OkayREAD MORE,1
Nice and superREAD MORE,5
Nice and superREAD MORE,5
badREAD MORE,1
Product niceREAD MORE,5
Waste of moneyREAD MORE,1
Totally ok better in this price👍🏻READ MORE,4
Waste of money low quality product fkoffREAD MORE,2
ExcellentREAD MORE,5
SuperREAD MORE,5
Worst just usable in small instruments not for any elseREAD MORE,1
"Size is too small , ideal pocket screwdriver  kitREAD MORE",4
bestREAD MORE,5
nice product 👍👍👍👍👍READ MORE,5
I got damaged productREAD MORE,2
GoodREAD MORE,5
Good toolREAD MORE,5
Very small in sizeREAD MORE,1
In this price range this is just awesome product ...go for it blindly 👍🏾READ MORE,5
The metal is too soft I just used it twice now I cannot because the metal is not in shape anymoreREAD MORE,2
NiceREAD MORE,5
Very niceREAD MORE,5
Very niceREAD MORE,5
"The first thing need to tell, its small, not as much big as you think, Good for technical usage, the 32 pieces comes handy there. Overall good productBut 1 thing, it's magnet will loose its power by the timeREAD MORE",4
Wast moneyREAD MORE,1
Some parts were replacedREAD MORE,3
Very good product.READ MORE,5
Just okREAD MORE,4
All in oneREAD MORE,5
Very nycREAD MORE,5
Useful productREAD MORE,4
Good productsREAD MORE,3
Just AwesomeREAD MORE,5
It is very smallREAD MORE,4
Very usefulREAD MORE,4
SuperREAD MORE,5
BestREAD MORE,5
good but quality weekREAD MORE,4
GoodREAD MORE,3
It's good productREAD MORE,3
Does the job.Good enough for small repairsREAD MORE,4
Last 10 Year I Shopping From Flipkart But First Time I Riseved Bad Product This Item Very Bad Quality Broken Item Plz Don't Buy ThisREAD MORE,1
Not badREAD MORE,3
"The box is not closing properly, product is okREAD MORE",3
AverageREAD MORE,3
Good Quality Nice productREAD MORE,4
Low quality product Don't buy thisREAD MORE,2
Too small but it's okay for Rs 89....READ MORE,3
Very smallREAD MORE,2
"Ok , but size is smallREAD MORE",3
Small size but quality is very goodREAD MORE,3
Very small size don't buy itREAD MORE,1
Very small size don't buy itREAD MORE,1
Very small and Broken item. One side hook is broken so it does not open and close properly. I used feviquick to fix it.READ MORE,2
Size is very small comparred to photoREAD MORE,1
AverageREAD MORE,3
Ok good productREAD MORE,4
very low qualityREAD MORE,1
"It's good at this price, but it would be improved by adjusting different pin in narrow hole.READ MORE",3
NiceREAD MORE,5
Very bad productREAD MORE,1
Use ful toolsREAD MORE,4
Best productREAD MORE,5
Nice value for money👍. Has all the necessary bits for domestic usage and nice grip on the holderREAD MORE,4
Velue of moneyREAD MORE,4
GoodREAD MORE,4
Tools Very very small this is true not fakeREAD MORE,3
Nice productsREAD MORE,5
SuparREAD MORE,5
very verybad bad product ....1st time flipkart cheat me.....this is very rediclus.....READ MORE,1
GoodREAD MORE,5
Good product no doubt Go for it buyREAD MORE,5
Good product no doubt Go for it buyREAD MORE,5
SuperREAD MORE,5
Low materialREAD MORE,1
Good quality for 99/-READ MORE,4
Useful product for the 100-130bucks.READ MORE,3
GoodREAD MORE,5
Poor qualityREAD MORE,2
Got for 94 RS and product is worth for that priceREAD MORE,5
GoodREAD MORE,3
Happy with this product ...i recommend this... On every basic uses... Thank you flipkartREAD MORE,5
GoodREAD MORE,4
Super useful okREAD MORE,4
Very good at the price.READ MORE,4
GoodREAD MORE,4
Cheap ... But not a good quality.... Only usefull for mobile repairing....READ MORE,3
Magnet not sticks perfectlyREAD MORE,1
It is good productREAD MORE,5
NiceREAD MORE,5
good . Good product for home use purposes.READ MORE,5
Don't buy this productREAD MORE,2
Don't buy this productREAD MORE,2
The product and quality is good but the size of this product is small for normal use it is just ok .READ MORE,4
Very good productREAD MORE,4
Very bad no one buy this productREAD MORE,1
Good Product BestREAD MORE,5
GoodREAD MORE,3
SuperREAD MORE,5
Supper it is very very nice and emportant to do works very niceREAD MORE,5
Waste productsREAD MORE,1
Good service boyREAD MORE,5
"Nice Product 👍, value of money.READ MORE",5
"I got it at Rs. 99. It's surely a deal for the price, the build quality isn't that good. The plastic quality is low, casing isn't very strong and sturdy. Screwdriver does the job. Overall satisfied with the product and cost. Casing could have been better.READ MORE",3
Poor qualityREAD MORE,1
SuperREAD MORE,4
Quality is not very good. Tips of various bits are easily broken or damaged. Not recommended for frequent and heavy usageREAD MORE,3
"The magnetic holder of the driver is very weak, oftentimes the driver bit falls off the driver just after one simple twist to the screw. Moreover, the driver is bent near the magnetic holder, which obviously complicates things. I didn't return the set because I didn't have the time or the patience to cope with another faulty replacement of the same thing. Overall, this set is ""just fine"" considering that I got this at Rs.109.READ MORE",2
GoodREAD MORE,5
Soo goodREAD MORE,5
Ok typeREAD MORE,4
NiceREAD MORE,5
Waste of moneyREAD MORE,1
Value of money usefull this productREAD MORE,4
Value for moneyREAD MORE,4
Fixing the items to the holder can be improved as it is not the finest in terms of usability.. lacks a bit quality.. otherwise best items for such a price.READ MORE,3
Full Damage warst productREAD MORE,1
BadREAD MORE,1
Nice ..READ MORE,5
"Does the job. Okay for toys, etc but not for mobile repairREAD MORE",4
It is very nice and it will do  very good workREAD MORE,3
BedREAD MORE,1
It's ok productREAD MORE,3
Awesome productREAD MORE,5
it's uselessREAD MORE,1
Not badREAD MORE,4
Very very bad don't buyREAD MORE,1
Nice. You can go for it.READ MORE,4
SuperREAD MORE,3
Very poor qualityREAD MORE,1
Average productREAD MORE,3
OkREAD MORE,5
OkREAD MORE,5
GoodREAD MORE,3
OkREAD MORE,4
Very very small Not even useful.READ MORE,1
Nice productREAD MORE,5
Super productREAD MORE,5
BadREAD MORE,2
Very rubbish product. 1st time am facing this from flipcart. Dont sell this type product through your way.READ MORE,1
OkgoodREAD MORE,2
Small in sizeREAD MORE,3
Great in that rangeREAD MORE,3
GoodREAD MORE,5
Not badREAD MORE,3
That itemis goodREAD MORE,3
GoodREAD MORE,4
Very bad product wasting of moneyREAD MORE,1
NiceREAD MORE,4
Good Product.READ MORE,4
NiceREAD MORE,3
GoodREAD MORE,4
A couple of screw were missing & being replaced by extras of a certain type! Built quality not exactly great but can't complain much as I got it for Rs .100/-READ MORE,4
AverageREAD MORE,4
Very good product but missing 1 screw.READ MORE,5
good productREAD MORE,5
BAD PRODUCTREAD MORE,1
Very useful.. ?READ MORE,5
Nice productREAD MORE,4
Very badREAD MORE,2
Good quality.READ MORE,4
Bad qualityREAD MORE,2
Bad qualityREAD MORE,2
Its kinda small in size.READ MORE,3
Cheap quality productREAD MORE,3
GoodREAD MORE,4
This product is superb and helped meREAD MORE,5
Extension is missing plus the back of the screw driver is bend .READ MORE,2
32 pc screw quality badREAD MORE,3
I am very happy for your productREAD MORE,5
"Very poor products,READ MORE",1
"3 bits of the set are same and not designed properly, but Value for moneyREAD MORE",4
Nice productsREAD MORE,4
Awesome productREAD MORE,5
VERY GOODREAD MORE,5
Good productREAD MORE,5
PowerREAD MORE,1
NiceREAD MORE,4
ExcellentREAD MORE,5
Not badREAD MORE,4
Nice productREAD MORE,5
Screws does not open edges get damaged in single useREAD MORE,1
The handle is bit too small and the tools don't fit perfectly keeps moving and the tool is curved a little bit not perfectly straightREAD MORE,3
"Good looking,and usefulREAD MORE",3
Size was too smallREAD MORE,3
It doesn't have ratcheting.READ MORE,3
Very cheap and value for moneyREAD MORE,4
Nice product.READ MORE,4
UselessREAD MORE,1
Too goodREAD MORE,3
It’s made from cheapest quality material and not even magnetic. Spend some more money and buy original product.READ MORE,1
Nice product 👍🏻READ MORE,3
Just okk but I think morecan losee triedREAD MORE,3
It's  goodREAD MORE,5
Mini set but cool I am happy for. This products thanksREAD MORE,3
GoodREAD MORE,4
soo smallREAD MORE,3
Quality is not better.READ MORE,2
Nice product but very small... it's for mobile.READ MORE,4
I have used this kit.....I am feeling very happy to this product......delivery time is very fast........thanks Flipkart......READ MORE,5
Use lessREAD MORE,3
More than baterREAD MORE,3
Good productREAD MORE,5
"Very useful product with different screwdrivers. Size is perfect to carry without any Hassel, value for moneyREAD MORE",5
Low quality material can usedREAD MORE,3
NiceREAD MORE,4
usefulREAD MORE,4
Good productREAD MORE,4
It's not a good quality but looks is very nice so please improve your quality and product is very importantREAD MORE,3
Very very useless👎👎👎👎READ MORE,1
Good but not purchase work for every day you can problem your workREAD MORE,5
Awesome product V.niceREAD MORE,5
Nice and thanks😊😊😊flipkart👌👌READ MORE,4
GoodREAD MORE,5
3 4 screw driver isn't attachedREAD MORE,1
cheap and bestREAD MORE,4
"Not the beat quality but ok for the price,I got it for 90rs,does its job.so okREAD MORE",5
Good prodact but holder is soo small..READ MORE,4
Not goodREAD MORE,3
GoodREAD MORE,5
Super qualityREAD MORE,5
Gd quality thanks for flipkartREAD MORE,4
UsefullREAD MORE,2
"It's a very good product you can make repairs of small things such as Watchs, Mobiles phones etcREAD MORE",4
NiceREAD MORE,5
Use for routine workREAD MORE,4
Pack was broken. Not worthy to money I paidREAD MORE,1
Guys listed it's size too small. But best for our house.READ MORE,4
Very small screwdriver. Not useful for normal usageREAD MORE,2
"Packing and handling is worst, i got the product with broken cap,READ MORE",2
Rubbish productREAD MORE,2
Third class itemREAD MORE,1
Third class itemREAD MORE,1
I buy this for my phone but it is too large for phone screw.. my knige is better than this productREAD MORE,1
Good use..size small...best for small product..READ MORE,4
Good productREAD MORE,5
Better offshanREAD MORE,4
BestREAD MORE,5
Very small...not as per expectedREAD MORE,1
So many bad reviews but my thoughts is ...I bought for just 100 so 100%value for money but quality wise okay but not badREAD MORE,4
too small waste of moneyREAD MORE,1
Good for normal workREAD MORE,4
Very badREAD MORE,1
I don't get the full product. I got only 23 pc. Where is the rest items ???? And there is no options for exchange the itemREAD MORE,1
OkREAD MORE,3
Best 👍👍👍👍👍READ MORE,4
Super very small but good and save of money l love flipkart at 99rs in offerREAD MORE,5
goodREAD MORE,5
Best quality products.READ MORE,5
Compact and easy to use but magnetic strength is too low.READ MORE,4
One bit missREAD MORE,3
Nice product for this price 94READ MORE,3
Very usefulREAD MORE,4
Super fast deliveryProduct also good qualityValue for moneyVery usefulREAD MORE,5
Nice product 👍READ MORE,5
Overall good but if have I phone screw will be much better .READ MORE,4
GoodREAD MORE,3
No.1 BakbasREAD MORE,1
Small sizeREAD MORE,3
Nice product.READ MORE,5
"Wah! Awsome product, don't hesitate to buy by seeing   its low price, & just not  judge any product all the time by its price. GO FOR IT.READ MORE",5
This product is good and useful but  products is very smallREAD MORE,5
Can easily be use for laptopREAD MORE,4
Very badREAD MORE,5
Worth buyingREAD MORE,5
No commentsREAD MORE,4
worst productsincredible smallREAD MORE,1
Good productREAD MORE,4
Best prize I likeREAD MORE,5
"Good product but ,used metial r not good ,not apply to hard workREAD MORE",4
Not good used product preice is high my order timeREAD MORE,3
Very good productREAD MORE,4
Go for itREAD MORE,5
Very small productREAD MORE,3
Value of money 💸READ MORE,5
DamageREAD MORE,1
Quite sufficient with the amount and productREAD MORE,5
Very high priceREAD MORE,5
Nice product in low price but very smallREAD MORE,3
NiceREAD MORE,3
It is nice productREAD MORE,5
Not very strong. But value for moneyREAD MORE,4
Good value moneyREAD MORE,4
"Very small in size, but usefulREAD MORE",3
"Very bad quality, please don't buyREAD MORE",1
So niceREAD MORE,5
Today I received all the items are good only but inside tools are yesterday and today little difference is there..but good productREAD MORE,4
Good product 👍👍READ MORE,5
LovelyHighly recommendREAD MORE,5
Osm product ........best product in this price personal experience i ordered this for me and my IT friends 😍😍READ MORE,5
Bad product very badREAD MORE,1
Really superREAD MORE,4
All the screws are bad quality.READ MORE,2
GoodREAD MORE,5
Very bad quality and its for watches and small appliancesREAD MORE,1
Wow mstREAD MORE,5
Very goodREAD MORE,5
Thank u  for flip card  only 2 days for Delivery nice productsREAD MORE,5
"Toooo small,READ MORE",1
The tolls are good but box means the content carrier is always brokenREAD MORE,1
Not niceREAD MORE,1
ComfortableREAD MORE,4
Very poorREAD MORE,2
NiceREAD MORE,5
Good productREAD MORE,4
Value for moneyREAD MORE,4
AverageREAD MORE,3
"Do not buy it, I repeat, Do not buy it!!Pointless ratchet, I couldn't even unscrew a single screw. Do Not Buy!!!!!!READ MORE",1
Product is not so goodREAD MORE,3
Good product😊👍READ MORE,4
Nice productREAD MORE,5
Quality lowREAD MORE,3
Quality lowREAD MORE,3
GoodREAD MORE,3
"Very usefull for any kind of emergency work, provide with larger options & built quality is niceREAD MORE",4
Overall goodREAD MORE,4
Must buy for home use.READ MORE,4
OK at this price range good productsREAD MORE,4
Expected a slightly bigger sized one. But it is indeed good as it has options for different sized screws.READ MORE,4
Very small in size 😕 LKREAD MORE,2
All in one & easy to carry.READ MORE,5
RajeshREAD MORE,5
Not goodREAD MORE,3
GoodREAD MORE,4
Very smallREAD MORE,3
one bit missed.otherwise superREAD MORE,3
NiceREAD MORE,5
NiceREAD MORE,4
Product is very weekREAD MORE,1
Nice product - very helpful in lockdownREAD MORE,4
Value for money Go through itREAD MORE,4
Too poor quality and please don't buy this .READ MORE,1
Too poor quality and please don't buy this .READ MORE,1
Too smallREAD MORE,1
NiceREAD MORE,4
GoodREAD MORE,5
Nice productREAD MORE,5
Too smallREAD MORE,2
Totally lost product Don't buy this type of productREAD MORE,1
Satisfied with the product as I bought this in only 103 rupee.READ MORE,5
NiceREAD MORE,5
Very smallREAD MORE,2
Good productREAD MORE,5
GoodREAD MORE,5
Nice productREAD MORE,4
HappyREAD MORE,5
Very worst productsREAD MORE,1
Good itemREAD MORE,3
Not goodREAD MORE,1
Not goodREAD MORE,1
Product goodREAD MORE,5
Really best profuctREAD MORE,5
Really best profuctREAD MORE,5
NiceREAD MORE,5
"Material quality is very poor, tools got blunt easily also the magnet in the handle is poor can't hold the tools properly.Bad product. Invest in a good quality tool set.READ MORE",2
Worsted use less west of moneyREAD MORE,2
It came in damaged box & its cheap material.. won't last long . But it is value for money.READ MORE,3
"Finish and quality is not so good. But for a price of Rs.109, there's nothing to complain. It gets the job done.READ MORE",3
Bad qualityREAD MORE,2
GoodREAD MORE,5
Waste of moneyREAD MORE,1
Very Nice ProductREAD MORE,5
Very small size  handle small size very bad productREAD MORE,2
GoodREAD MORE,3
GoodREAD MORE,5
Poor qualityREAD MORE,1
SuperREAD MORE,4
Very good productsREAD MORE,5
Pins are good but some are missing and main handler is not well designed.But okREAD MORE,3
Mind blowing product and price. 😊😊😊READ MORE,5
GoodREAD MORE,5
Gone More batterREAD MORE,3
Good productREAD MORE,5
NiceREAD MORE,4
Price worthy product...READ MORE,5
Superv👍READ MORE,5
GoodREAD MORE,3
CuteREAD MORE,4
its okREAD MORE,5
Average ProductREAD MORE,3
Ok betterREAD MORE,4
SuperbREAD MORE,4
Not even 1 star dont buy it waste of moneyREAD MORE,1
Great productREAD MORE,5
BestREAD MORE,5
GOOD productREAD MORE,5
Quality is badREAD MORE,1
GoodREAD MORE,4
OkREAD MORE,3
Made of low quality materials.The handle is bend u cant unscrew while putting it upright.u need to adjust the hold with your hands to get the job done.The tongs are worst.Never never never go for this productREAD MORE,1
Very very small itemREAD MORE,5
GoodREAD MORE,3
This is west product because quality is very poor and third class....READ MORE,2
Good one 👏READ MORE,5
GoodREAD MORE,3
Build quality is worst.  Will recommend not to use it.READ MORE,1
Not goodREAD MORE,1
Very bad productREAD MORE,1
Sorry is no gooodREAD MORE,2
Nice build qualityREAD MORE,4
BadREAD MORE,2
GoodREAD MORE,3
GoodREAD MORE,3
Nice product 👍READ MORE,5
GoodREAD MORE,3
Bad quality very bad productREAD MORE,1
Useful product at best priceREAD MORE,4
Very smallREAD MORE,4
GoodREAD MORE,4
"Packing could have been better, even the magnets are not that strong. The tooth omes out of the Ratchet when you are using it.Good for small tasks but won't recommend it if you are going to use it on regular basis and for complex work.READ MORE",3
Super productREAD MORE,5
"Not as expected,READ MORE",1
Good oneREAD MORE,5
SuperREAD MORE,5
The box was broken. Anyway product is very usefulREAD MORE,5
No usefulREAD MORE,1
Not so good not so bad.READ MORE,3
Didn’t likeREAD MORE,2
Bad quality but value for moneyREAD MORE,1
Waste of moneyREAD MORE,2
Nice productREAD MORE,5
Nice but the box is brokenREAD MORE,3
Small work is right but midium & big is not work this square diver.READ MORE,2
Product is better than I thought built quality if good and it's magnetic too perfect for this rangeREAD MORE,5
Value for money 👍👍👍READ MORE,5
Build quality is not good.READ MORE,2
Very small productREAD MORE,2
All ok but size is smallREAD MORE,4
Good workny for homeREAD MORE,5
Awesome Must buy at rs99 Do not go for ratingREAD MORE,5
I got it in very less price and it's nice to use for general purpose .Size of box containing tool is small which make it easy to carry in pockets.READ MORE,5
"Not so good, ordinary quality..READ MORE",2
AusomeREAD MORE,3
OkREAD MORE,2
BadREAD MORE,1
Very nice itemREAD MORE,5
Excellent super nice productREAD MORE,5
At this price range this product is overall very goodBuilt quality js not very good but it is perfect and ok at this price Anyway good product at this price range......Liked it.....READ MORE,5
Bed productsREAD MORE,1
Nice quality but very smallREAD MORE,3
OkREAD MORE,4
BestREAD MORE,4
"Good for simple task, not at all recommended for household things. Material quality is very bad screwdriver nobs are very weak and not useful if you do a very normal but a complicated task.READ MORE",3
Good productREAD MORE,4
Worst product poor built qualityREAD MORE,1
Just okREAD MORE,2
"Nice precision, but ratchet quality as to be improved .otherwise ok.READ MORE",5
NiceREAD MORE,4
GoodREAD MORE,5
Small ProductREAD MORE,4
Nice productsREAD MORE,5
Ok nathi badREAD MORE,3
GoodREAD MORE,3
Super productREAD MORE,5
Cheap but usefulREAD MORE,5
GoodREAD MORE,4
OkREAD MORE,3
AvgREAD MORE,5
Ok but little small 😮READ MORE,4
Not good please dont buy itREAD MORE,1
Value for money just OKREAD MORE,4
Good👍READ MORE,5
Good👍READ MORE,5
Nice prodectREAD MORE,4
It is too small... Normal uses in homes can't be done by this... I think this is for mobile repairing or watch repairing shops...READ MORE,1
Good but size too smallREAD MORE,3
Nice 😊READ MORE,3
"Not a good product, as shown.READ MORE",1
Not BadREAD MORE,5
Good productREAD MORE,5
Good product and good designREAD MORE,5
GoodREAD MORE,5
Bad productREAD MORE,1
Excellent in this priceREAD MORE,5
NiceREAD MORE,4
Worst product. Very very small in size . I will not recommend this product to buy .It's better to buy a good productREAD MORE,1
OK....READ MORE,2
GoodREAD MORE,5
OkREAD MORE,3
Quality is the bestREAD MORE,5
GoodREAD MORE,3
product is dentREAD MORE,1
product is dentREAD MORE,1
Excellent Product!READ MORE,5
Product is good & quality is also good only case is not that much good quality but it's manageable. Overall product is productREAD MORE,5
All in one.... Value for money.READ MORE,5
"Although the product did not have one of the screw driver pins that I needed, yet I could finsh my work with the help of other pins.READ MORE",4
NiceREAD MORE,5
It is very usefull everyoneREAD MORE,5
Bad productREAD MORE,1
Good but that is not settingREAD MORE,3
Tool kit is too small and few tools from the box are missingREAD MORE,5
Nice productREAD MORE,5
Useful productREAD MORE,5
Bad tooo small productsREAD MORE,1
Product is good overall.READ MORE,3
Material quality is not ok... Very poor... Not for professional use..READ MORE,3
It is very waste product don't buy waste of moneyREAD MORE,1
Screwdriver has less magnetic powerREAD MORE,3
tool handle is too short & thin.when you tighten the screws its slipped..READ MORE,2
Very good productREAD MORE,5
It's good to and easy to use. One can busy as its budget friendly.READ MORE,3
Good price 109 I boughtREAD MORE,5
Decent QualityREAD MORE,3
very good but low magnet power and few types of screws.READ MORE,5
Box is full damageREAD MORE,2
Best  qualityREAD MORE,5
BestREAD MORE,5
Best useREAD MORE,4
Small productREAD MORE,4
Every house should have...READ MORE,4
niceREAD MORE,5
niceREAD MORE,5
Is very smollREAD MORE,2
OkREAD MORE,5
AwesomeREAD MORE,5
i got it for 65 rs and it is value for moneyREAD MORE,5
Not expected as shownREAD MORE,1
"Tips not of steel,not working properly,not magnetic holder,tips are blunt and easily change their shape, difficult to open a screw.READ MORE",1
Just fineREAD MORE,3
ExcellentREAD MORE,5
ExcellentREAD MORE,5
GoodREAD MORE,5
This product is a great.READ MORE,4
AverageREAD MORE,3
OkREAD MORE,5
Excellent productREAD MORE,5
Not so good.READ MORE,1
Good productREAD MORE,3
Useful product thanks filpkartREAD MORE,4
Value for money productREAD MORE,4
Very nice productsREAD MORE,5
Well recvd...bit late due to lockdwn...Tools not easy to put back aftr use...it does not secure inside given slots...handle too small ..Really poor design...all shapes dont fit inside slot...uneven..Shud given proper supporting holes with movable type..READ MORE,1
Screwdriver Set 32 Pc. Daily usedREAD MORE,5
Same two pis screw size receiveREAD MORE,4
BadREAD MORE,3
Best product at 65rs only. Value for moneyREAD MORE,4
Not satisfiedREAD MORE,3
Good at this price level. Although screw driver and pins are not soo strong. But you can easily do work for laptop/mobile as these doesn't require hard force to open and closeREAD MORE,3
Poor...READ MORE,1
Good productREAD MORE,5
Nice productREAD MORE,5
Nice productREAD MORE,5
"Good, some left size of fixed side is cracked.READ MORE",5
SuperREAD MORE,5
I wasted my money.. don't buy itREAD MORE,1
Don't waste your money..READ MORE,1
Very smallREAD MORE,2
GoodREAD MORE,5
Worth of moneyREAD MORE,4
Very bed qualityREAD MORE,1
"Product is good but magnet is not so hard but not bad, if you want to take for your home you can take it because in low cost it's very good. But for daily work if you want to use for your shop or you are a technical worker. Because the screws are not very strong for daily work.READ MORE",4
Nice toolsREAD MORE,4
Good productthankyou flipkartREAD MORE,4
The product is little bit small. The quality and finishing need to upkeep and attractive. Tool box design also need to be changed.READ MORE,3
Good productsREAD MORE,4
Quite goodREAD MORE,3
GoodREAD MORE,4
Good productREAD MORE,4
Valuable productREAD MORE,5
Waste of money. No qualityREAD MORE,1
Not goodREAD MORE,1
Very badREAD MORE,1
Not badREAD MORE,1
Not good as I am expecting.READ MORE,3
NiceREAD MORE,5
Good product nice and easy to useREAD MORE,5
"Better do no waste money on this garbage product. Seller is sending defective product each time, thanks to flipkart who returned my money backREAD MORE",1
Good ProductREAD MORE,5
Very small  sizeREAD MORE,1
NiceREAD MORE,5
Tips are not even created properly. Most of the tips are not usable even when they should fitREAD MORE,1
Screw driver Bend... even after one replacementREAD MORE,1
SuperREAD MORE,4
Good productREAD MORE,4
Very nice 👍READ MORE,4
Osam tools.. Very good productREAD MORE,5
Good productREAD MORE,5
Worst quality u can not able to use single time only... Not recommended...READ MORE,1
Very badREAD MORE,1
GoodREAD MORE,5
"its a low quality product but it does the job in budget. This product is for those who want their work done without spending too much money, magnet is ok, and donot apply too much force while using and you are good to goREAD MORE",5
GoodREAD MORE,5
It is small but very useful product.READ MORE,5
Superfast delivery on time . Amazing + satisfying product 👌READ MORE,5
GoodREAD MORE,4
GoodREAD MORE,5
quality is not goodREAD MORE,2
Good qualityREAD MORE,5
Nice product but like every Chinese products no guarantee....... After use of 1week the Magnate with in the rachet slot is not as before.READ MORE,5
Not best productREAD MORE,1
Packing not goodREAD MORE,3
ExcellentREAD MORE,5
Good productREAD MORE,5
Good. Bt product is veri shortREAD MORE,4
Nice value for money.READ MORE,4
V.goodREAD MORE,5
GoodREAD MORE,5
Nice 👍👍 value for money average okREAD MORE,5
The item is not goodREAD MORE,1
Good productREAD MORE,5
"Very Bad Quality of the bits, please do not buy it.READ MORE",1
Awesome in this price range . I bought it in 99rsREAD MORE,4
NicelyREAD MORE,5
NiceREAD MORE,5
Super niceREAD MORE,5
bad productREAD MORE,1
GudREAD MORE,5
Nice productREAD MORE,4
Good quality and as for value very useful product for Home use.READ MORE,5
Not badREAD MORE,2
Very small sizeREAD MORE,1
Very small sizeREAD MORE,1
Nice 👍👍👍 product for this range Very good👍 product 💯💯💯READ MORE,5
It is very good product in low prize. It's gadget is good.READ MORE,5
Worst qualityREAD MORE,1
Verry bad prodect Plus don't orderREAD MORE,4
"Too small , all small sizesREAD MORE",1
Good productREAD MORE,5
Nice product but some tool are not usable .....READ MORE,5
NYC 😍😍😍😍❤❤❤READ MORE,5
Product is just ok ok quality...READ MORE,3
Good product 👍READ MORE,4
Product damageREAD MORE,1
GreatREAD MORE,5
Good productREAD MORE,5
It is very useful kit with this moneyREAD MORE,5
Super good👍 product.READ MORE,5
Very useful productREAD MORE,5
Don't buy this product waste of ur money.READ MORE,2
Nice Product but its use in small Devices only...READ MORE,5
GoodREAD MORE,5
Set was missing two screw heads.READ MORE,1
Think productREAD MORE,1
Super hit itemsREAD MORE,5
So useful for micro accessories Gaddget open and repairedREAD MORE,4
Not bad . average product.READ MORE,3
Poor QualityREAD MORE,2
Poor quality and not a worth of moneyREAD MORE,1
Quality ok but box quality pureREAD MORE,3
It does not have good qualityREAD MORE,2
Very bad product west of moneyREAD MORE,1
GoodREAD MORE,5
Well it's a gd product but the magnet that resides in is not good enough ..READ MORE,3
GoodREAD MORE,5
NiceREAD MORE,3
"Don't buy the price of 99 or 104 ,it is very small then other priceREAD MORE",3
GoodREAD MORE,5
Screw Bits keep falling even though it have a magnet.READ MORE,1
Mainly that the quality is not good.and also the bits not good quality.the variety of bits is less.not value for money. Go for another one.not great for precision.I’m not able to tear my iPhone with the kit.READ MORE,2
GoodREAD MORE,4
Good in quality but too much small in size.READ MORE,3
SuperREAD MORE,5
Superb at this priceREAD MORE,5
GoodREAD MORE,5
"Bad product, don't buy... it's too much smaller than i expected...some loose not fit exactly..READ MORE",1
A bad quality product. Best option is Taparia BDS125 at Rs 250.READ MORE,1
Bad products don't buy money only westREAD MORE,1
Very good on this priceREAD MORE,5
This is a very good product considering its price amount.READ MORE,5
Nice productsREAD MORE,5
Good product this price rangeREAD MORE,4
Good product this price rangeREAD MORE,4
SuparREAD MORE,5
NiceREAD MORE,5
I got damaged productREAD MORE,3
Good Product but very Small.READ MORE,4
FantasticREAD MORE,5
Excellent purchase.......Value of money 💸💸💸💸READ MORE,5
CollREAD MORE,5
Very very bad product!READ MORE,1
Too smallREAD MORE,3
Very goodREAD MORE,5
Thanks filipkartREAD MORE,5
Not good dilveri speedREAD MORE,3
As expectedREAD MORE,4
GoodREAD MORE,5
UsefulREAD MORE,3
No goodREAD MORE,3
Good and sooo cute sizesREAD MORE,5
SuperbREAD MORE,5
Good conditionREAD MORE,4
It's smallREAD MORE,3
Waste of money.READ MORE,1
AmazingREAD MORE,5
Totally damaged box and no return policy waste please don't buyREAD MORE,1
Worth for moneyREAD MORE,5
Used productREAD MORE,1
As per all feature was not work...... One bit which is work for connecter not found inside box......READ MORE,2
Very nice product but size smolREAD MORE,2
Very badREAD MORE,3
Very goodREAD MORE,5
Useful productREAD MORE,5
Nice but smallREAD MORE,3
This product are small sizeREAD MORE,4
The bits are made with soft steel and the handle is not that  strong made of cheap materialsREAD MORE,2
One key miss 32 but 31 keyREAD MORE,1
Do not buyREAD MORE,1
GoodREAD MORE,4
NiceREAD MORE,3
HappyREAD MORE,3
GoodREAD MORE,1
GoodREAD MORE,5
OkREAD MORE,2
Nice ProductREAD MORE,4
Nice thanks FlipkartREAD MORE,4
awesome product at this priceREAD MORE,5
🙂 niceREAD MORE,5
Value for money but quality is lowREAD MORE,3
Nice and superb🤩READ MORE,5
Definite buy for any engineer. One of essential home toolREAD MORE,5
"Quality of material is not that good , just a useful enough.READ MORE",3
Good productsREAD MORE,5
Very smallREAD MORE,2
Very goodREAD MORE,5
Very bad qualityREAD MORE,1
"Don't buy it ,it is waste of money no useREAD MORE",2
It is very good product for home .READ MORE,4
Super productREAD MORE,5
Nice productREAD MORE,5
Very nice productREAD MORE,5
Not very goodREAD MORE,3
Not very goodREAD MORE,3
Awesome product...READ MORE,5
Screw not fitted well in srew drawerREAD MORE,3
nice productREAD MORE,5
When I open some screws it get damaged Poor qualityREAD MORE,1
Good👍READ MORE,4
Not for mobile phone services only for laptopREAD MORE,1
HappyREAD MORE,5
GoodREAD MORE,5
